Date,YEAR,Month,Day,hour,temperature,dewpoint,humidity,wind_speed,precipitation,cloud_cover,Hourly_Block,Load
4/16/2014,2014,4,16,20,35.1,11.7,38,8.8,0,0,1,5141
4/16/2014,2014,4,16,21,33.1,11.7,41,7.4,0,0,1,4670
4/16/2014,2014,4,16,22,32.3,12.3,44,5.7,0,0,1,4015
4/16/2014,2014,4,16,23,31.4,12.5,45,5.6,0,0,0,3444
4/17/2014,2014,4,17,0,28,16,61,5.8,0,0,0,3158
4/17/2014,2014,4,17,1,28,14,56,3.5,0,0,0,2906
4/17/2014,2014,4,17,2,27,14,58,7,0,0,0,2856
4/17/2014,2014,4,17,3,26,14,60,8.1,0,0,0,2906
4/17/2014,2014,4,17,4,26,13,58,8.1,0,0,0,3041
4/17/2014,2014,4,17,5,25,14,63,9.3,0,0,0,3746
4/17/2014,2014,4,17,6,24.1,14,65,7,0,25,0,4524
4/17/2014,2014,4,17,7,25,15,66,7,0,25,1,4672
4/17/2014,2014,4,17,8,27,16,63,11.6,0,0,1,4384
4/17/2014,2014,4,17,9,30,18,61,11.6,0,0,1,4229
4/17/2014,2014,4,17,10,33,19,56,10.4,0,0,1,4131
4/17/2014,2014,4,17,11,35,18,50,9.3,0,0,1,4101
4/17/2014,2014,4,17,12,37,19,48,10.4,0,0,1,4055
4/17/2014,2014,4,17,13,39,20,46,9.3,0,0,1,3863
4/17/2014,2014,4,17,14,41,19,41,11.6,0,0,1,3738
4/17/2014,2014,4,17,15,42,19,40,9.3,0,0,1,3822
4/17/2014,2014,4,17,16,41,22,47,11.6,0,25,1,3956
4/17/2014,2014,4,17,17,40,21,47,11.6,0,25,1,4260
4/17/2014,2014,4,17,18,38,21,50,10.4,0,25,1,4666
4/17/2014,2014,4,17,19,36,21,54,12.8,0,25,1,5075
4/17/2014,2014,4,17,20,33.1,23,66,7,0,25,1,5107
4/17/2014,2014,4,17,21,32,23,69,8.1,0,25,1,4670
4/17/2014,2014,4,17,22,31,22,69,8.1,0,25,1,4015
4/17/2014,2014,4,17,23,30,22,72,5.8,0,25,0,3478
4/18/2014,2014,4,18,0,29,22,75,7,0,0,0,3058
4/18/2014,2014,4,18,1,28,23,81,7,0,0,0,2923
4/18/2014,2014,4,18,2,28,23,81,8.1,0,0,0,2822
4/18/2014,2014,4,18,3,27,23,85,5.8,0,0,0,2856
4/18/2014,2014,4,18,4,27,23,85,7,0,0,0,3041
4/18/2014,2014,4,18,5,27,22,81,8.1,0,35,0,3545
4/18/2014,2014,4,18,6,26.1,22,85,11.6,0,75,0,4312
4/18/2014,2014,4,18,7,27,23,85,10.4,0,100,1,4667
4/18/2014,2014,4,18,8,30,25,81,9.3,0,100,1,4656
4/18/2014,2014,4,18,9,32,26,78,7,0,100,1,4634
4/18/2014,2014,4,18,10,34,27,75,3.5,0,100,1,4591
4/18/2014,2014,4,18,11,35,27,73,5.8,0,100,1,4385
4/18/2014,2014,4,18,12,37,27,67,9.3,0,100,1,4225
4/18/2014,2014,4,18,13,40,28,62,8.1,0,100,1,4005
4/18/2014,2014,4,18,14,41,27,57,0,0,90,1,3912
4/18/2014,2014,4,18,15,42,27,55,8.1,0,90,1,4059
4/18/2014,2014,4,18,16,42,27,55,5.8,0,90,1,4226
4/18/2014,2014,4,18,17,43,27,53,3.5,0,90,1,4395
4/18/2014,2014,4,18,18,43,27,53,4.6,0,90,1,4558
4/18/2014,2014,4,18,19,44,27,51,4.6,0,90,1,4678
4/18/2014,2014,4,18,20,42.1,28,57,0,0,90,1,4670
4/18/2014,2014,4,18,21,41,29,62,3.5,0,90,1,4469
4/18/2014,2014,4,18,22,38,30,73,7,0,90,1,3881
4/18/2014,2014,4,18,23,38,31,76,4.6,0,90,0,3377
4/19/2014,2014,4,19,0,36,31,82,4.8,0,70,0,3108
4/19/2014,2014,4,19,1,36,30,79,5.9,0,60,0,2957
4/19/2014,2014,4,19,2,37,30,76,7.1,0,33,0,2772
4/19/2014,2014,4,19,3,35,29,79,10.6,0,25,0,2839
4/19/2014,2014,4,19,4,35,29,79,12.9,0,25,0,2839
4/19/2014,2014,4,19,5,35,28,76,9.4,0,25,0,3058
4/19/2014,2014,4,19,6,33.1,29,85,10.7,0,25,0,3383
4/19/2014,2014,4,19,7,37,29,73,12.1,0,0,0,3790
4/19/2014,2014,4,19,8,41,30,65,13.5,0,25,0,4093
4/19/2014,2014,4,19,9,45,33,63,14.8,0,25,0,4293
4/19/2014,2014,4,19,10,48,32,54,16.8,0,0,0,4301
4/19/2014,2014,4,19,11,51,30,44,16.8,0,0,0,4277
4/19/2014,2014,4,19,12,53,29,40,11.6,0,35,0,4141
4/19/2014,2014,4,19,13,55,28,35,15.1,0,35,0,3921
4/19/2014,2014,4,19,14,55,27,34,19.7,0,0,0,3737
4/19/2014,2014,4,19,15,57.9,26,29,16.2,0,0,0,3835
4/19/2014,2014,4,19,16,57,26,30,12.8,0,25,0,3941
4/19/2014,2014,4,19,17,57.9,26,29,17.4,0,25,0,4055
4/19/2014,2014,4,19,18,56,26,31,9.3,0,25,0,4104
4/19/2014,2014,4,19,19,54,26,34,8.1,0,25,0,4256
4/19/2014,2014,4,19,20,51.1,26,38,10.4,0,0,0,4402
4/19/2014,2014,4,19,21,48,24,39,8.1,0,0,0,4200
4/19/2014,2014,4,19,22,45,24,43,9.3,0,25,0,3914
4/19/2014,2014,4,19,23,43,24,47,4.6,0,25,0,3293
4/20/2014,2014,4,20,0,41,24,51,4.6,0,25,0,2990
4/20/2014,2014,4,20,1,40,23,51,5.8,0,25,0,2839
4/20/2014,2014,4,20,2,39,22,50,8.1,0,25,0,2772
4/20/2014,2014,4,20,3,38,22,52,5.8,0,35,0,2755
4/20/2014,2014,4,20,4,38,21,50,4.6,0,35,0,2705
4/20/2014,2014,4,20,5,37,21,52,8.1,0,0,0,2856
4/20/2014,2014,4,20,6,37,21,52,7,0,0,0,3145
4/20/2014,2014,4,20,7,38,20,48,9.3,0,25,0,3693
4/20/2014,2014,4,20,8,41,19,41,7,0,25,0,4215
4/20/2014,2014,4,20,9,43,16,34,8.1,0,25,0,4507
4/20/2014,2014,4,20,10,45,14,29,10.4,0,0,0,4519
4/20/2014,2014,4,20,11,47,12,24,8.1,0,0,0,4407
4/20/2014,2014,4,20,12,48,14,25,5.8,0,0,0,4194
4/20/2014,2014,4,20,13,50,14,24,4.6,0,0,0,3767
4/20/2014,2014,4,20,14,53.1,16,23,8.1,0,0,0,3594
4/20/2014,2014,4,20,15,53,15,22,15.1,0,0,0,3443
4/20/2014,2014,4,20,16,54,14,20,3.5,0,0,0,3567
4/20/2014,2014,4,20,17,55,15,21,7,0,0,0,3659
4/20/2014,2014,4,20,18,54,14,20,11.6,0,25,0,3836
4/20/2014,2014,4,20,19,53,16,23,8.1,0,25,0,4087
4/20/2014,2014,4,20,20,48.9,26,41,9.3,0,25,0,4301
4/20/2014,2014,4,20,21,46,27,47,11.6,0,25,0,3948
4/20/2014,2014,4,20,22,43,27,53,8.1,0,0,0,3444
4/20/2014,2014,4,20,23,40,27,60,10.4,0,0,0,2990
4/21/2014,2014,4,21,0,38,26,62,8.1,0,0,0,2822
4/21/2014,2014,4,21,1,37,26,64,8.1,0,0,0,2755
4/21/2014,2014,4,21,2,35.1,25,67,8.1,0,0,0,2621
4/21/2014,2014,4,21,3,34,23.3,65,9.3,0,0,0,2604
4/21/2014,2014,4,21,4,36,24,62,10.4,0,0,0,2638
4/21/2014,2014,4,21,5,36,22,57,11.6,0,0,0,2974
4/21/2014,2014,4,21,6,36,20,52,11.6,0,0,0,3297
4/21/2014,2014,4,21,7,38,23,55,10.4,0,0,1,3726
4/21/2014,2014,4,21,8,43,16,34,10.4,0,0,1,3911
4/21/2014,2014,4,21,9,46,12,25,13.9,0,25,1,3986
4/21/2014,2014,4,21,10,50,14,24,10.4,0,25,1,4043
4/21/2014,2014,4,21,11,54,15,21,8.1,0,25,1,4100
4/21/2014,2014,4,21,12,58,14,18,5.8,0,25,1,3985
4/21/2014,2014,4,21,13,62,13,15,11.6,0,25,1,3865
4/21/2014,2014,4,21,14,64.9,11,12,9.3,0,25,1,3791
4/21/2014,2014,4,21,15,67,11,11,11.6,0,25,1,3734
4/21/2014,2014,4,21,16,68,11,11,13.9,0,0,1,3896
4/21/2014,2014,4,21,17,68,14,12,13.9,0,0,1,4049
4/21/2014,2014,4,21,18,67,16,14,11.6,0,0,1,4212
4/21/2014,2014,4,21,19,64,21,19,11.6,0,25,1,4440
4/21/2014,2014,4,21,20,60.1,14,16,9.3,0,25,1,4519
4/21/2014,2014,4,21,21,55,16,21,11.6,0,25,1,4166
4/21/2014,2014,4,21,22,52,27,38,12.8,0,25,1,3444
4/21/2014,2014,4,21,23,51,33,50,15.1,0,25,0,2957
4/22/2014,2014,4,22,0,50,34,54,16.2,0,0,0,2738
4/22/2014,2014,4,22,1,49,36,61,12.8,0,0,0,2503
4/22/2014,2014,4,22,2,48,36,63,15.1,0,25,0,2419
4/22/2014,2014,4,22,3,48,38,68,16.2,0,35,0,2302
4/22/2014,2014,4,22,4,48,39,71,16.2,0,25,0,2453
4/22/2014,2014,4,22,5,47,39,74,13.9,0,25,0,2755
4/22/2014,2014,4,22,6,46,39,76,13.9,0,0,0,3364
4/22/2014,2014,4,22,7,47,40,77,12.8,0,25,1,3762
4/22/2014,2014,4,22,8,52,39,61,11.6,0,60,1,3878
4/22/2014,2014,4,22,9,56,34,43,13.9,0,90,1,3851
4/22/2014,2014,4,22,10,59,37,44,12.8,0,90,1,3728
4/22/2014,2014,4,22,11,63,38,39,9.3,0,25,1,3716
4/22/2014,2014,4,22,12,66,37,34,11.6,0,60,1,3748
4/22/2014,2014,4,22,13,69,34,27,13.9,0,90,1,3553
4/22/2014,2014,4,22,14,71,35,27,16.2,0,90,1,3563
4/22/2014,2014,4,22,15,70,36,29,15.1,0,60,1,3639
4/22/2014,2014,4,22,16,69,38,32,16.2,0,75,1,3748
4/22/2014,2014,4,22,17,68,39,34,16.2,0,70,1,3992
4/22/2014,2014,4,22,18,67,38,34,15.1,0,100,1,4378
4/22/2014,2014,4,22,19,63,39,41,10.4,0,100,1,4570
4/22/2014,2014,4,22,20,60.1,44,55,9.3,0,100,1,4452
4/22/2014,2014,4,22,21,53,47,80,11.6,0,100,1,4116
4/22/2014,2014,4,22,22,53,49,86,8.1,0,100,1,3427
4/22/2014,2014,4,22,23,52,50,93,10.4,0,95,0,2839
4/23/2014,2014,4,23,0,51.1,50,96,10.4,0,95,0,2638
4/23/2014,2014,4,23,1,51.1,49,93,10.4,0,95,0,2436
4/23/2014,2014,4,23,2,51,49,93,10.4,0,100,0,2369
4/23/2014,2014,4,23,3,51,49,93,10.4,0,100,0,2268
4/23/2014,2014,4,23,4,51.1,48,89,11.6,0,100,0,2369
4/23/2014,2014,4,23,5,50,47,89,5.8,0,90,0,2705
4/23/2014,2014,4,23,6,48,44,86,16.2,0,85,0,3261
4/23/2014,2014,4,23,7,47,42,83,17.4,0,50,1,3667
4/23/2014,2014,4,23,8,46.9,42,83,12.8,0.11,100,1,3856
4/23/2014,2014,4,23,9,46,42,86,8.1,0.08,100,1,4016
4/23/2014,2014,4,23,10,45,43,93,8.1,0.05,100,1,4126
4/23/2014,2014,4,23,11,45,44,96,12.8,0.04,100,1,4241
4/23/2014,2014,4,23,12,44.1,42,92,11.6,0,100,1,4177
4/23/2014,2014,4,23,13,46,43,89,13.9,0,100,1,4006
4/23/2014,2014,4,23,14,47,42,83,17.4,0,100,1,3815
4/23/2014,2014,4,23,15,48,40,74,16.2,0,100,1,3832
4/23/2014,2014,4,23,16,48.9,35,59,15.1,0,100,1,4046
4/23/2014,2014,4,23,17,48.9,33,54,19.7,0,100,1,4454
4/23/2014,2014,4,23,18,48,32,54,17.4,0,100,1,4751
4/23/2014,2014,4,23,19,47,31,54,13.9,0,100,1,4889
4/23/2014,2014,4,23,20,46,30,53,17.4,0,100,1,4654
4/23/2014,2014,4,23,21,45,30,56,19.7,0,100,1,4284
4/23/2014,2014,4,23,22,43,30,60,22,0,100,1,3713
4/23/2014,2014,4,23,23,43,28,55,19.7,0,85,0,3158
4/24/2014,2014,4,24,0,42,28,57,18.6,0,100,0,2856
4/24/2014,2014,4,24,1,42,27,55,19.7,0,85,0,2638
4/24/2014,2014,4,24,2,39.9,25,55,22,0,25,0,2554
4/24/2014,2014,4,24,3,39,22,50,22,0,0,0,2570
4/24/2014,2014,4,24,4,38,19,46,16.2,0,0,0,2638
4/24/2014,2014,4,24,5,37,18,46,18.6,0,0,0,3125
4/24/2014,2014,4,24,6,37,16,42,23.2,0,0,0,3676
4/24/2014,2014,4,24,7,37,16,42,26.7,0,0,1,4011
4/24/2014,2014,4,24,8,37.9,15,39,26.7,0,0,1,4052
4/24/2014,2014,4,24,9,40,13,33,25.5,0,0,1,3965
4/24/2014,2014,4,24,10,43,16,34,22,0,0,1,3780
4/24/2014,2014,4,24,11,44,18,35,27.8,0,0,1,3763
4/24/2014,2014,4,24,12,48,19,32,18.6,0,0,1,3780
4/24/2014,2014,4,24,13,50,21,32,26.7,0,0,1,3679
4/24/2014,2014,4,24,14,51.1,19,28,23.2,0,0,1,3639
4/24/2014,2014,4,24,15,52,19,27,19.7,0,0,1,3616
4/24/2014,2014,4,24,16,53,17,24,26.7,0,0,1,3634
4/24/2014,2014,4,24,17,53.9,19,25,22,0,0,1,4032
4/24/2014,2014,4,24,18,52,20,28,15.1,0,0,1,4229
4/24/2014,2014,4,24,19,51,19,28,17.4,0,0,1,4458
4/24/2014,2014,4,24,20,48.9,19,30,16.2,0,0,1,4637
4/24/2014,2014,4,24,21,47,19,33,13.9,0,0,1,4250
4/24/2014,2014,4,24,22,45,21,38,15.1,0,0,1,3578
4/24/2014,2014,4,24,23,43,22,43,8.1,0,0,0,3041
4/25/2014,2014,4,25,0,43,22,43,11.6,0,0,0,2705
4/25/2014,2014,4,25,1,43,22,43,18.6,0,1,0,2537
4/25/2014,2014,4,25,2,41,23,49,11.6,0,0,0,2604
4/25/2014,2014,4,25,3,39,22,50,11.6,0,0,0,2604
4/25/2014,2014,4,25,4,38,22,52,11.6,0,0,0,2705
4/25/2014,2014,4,25,5,38,21,50,9.3,0,0,0,2990
4/25/2014,2014,4,25,6,36,21,54,11.6,0,0,0,3485
4/25/2014,2014,4,25,7,39,20,46,10.4,0,0,1,3866
4/25/2014,2014,4,25,8,43,20,40,8.1,0,0,1,3935
4/25/2014,2014,4,25,9,47,22,37,8.1,0,0,1,3953
4/25/2014,2014,4,25,10,49,21,33,7,0,25,1,3813
4/25/2014,2014,4,25,11,52,21,30,9.3,0,25,1,3729
4/25/2014,2014,4,25,12,53,18,25,0,0,60,1,3694
4/25/2014,2014,4,25,13,56,20,24,0,0,25,1,3445
4/25/2014,2014,4,25,14,57,16,20,9.3,0,0,1,3446
4/25/2014,2014,4,25,15,59,14,17,7,0,25,1,3444
4/25/2014,2014,4,25,16,60,13,16,18.6,0,25,1,3387
4/25/2014,2014,4,25,17,62,14,15,8.1,0,25,1,3706
4/25/2014,2014,4,25,18,60,14,16,5.8,0,60,1,3928
4/25/2014,2014,4,25,19,59,16,19,4.6,0,90,1,4172
4/25/2014,2014,4,25,20,53.9,24,31,10.4,0,100,1,4183
4/25/2014,2014,4,25,21,52,28,39,10.4,0,100,1,3898
4/25/2014,2014,4,25,22,50,27,41,11.6,0,100,1,3410
4/25/2014,2014,4,25,23,49,27,42,8.1,0,95,0,3024
4/26/2014,2014,4,26,0,48,27,44,8.1,0,95,0,2738
4/26/2014,2014,4,26,1,46,25,44,7,0,60,0,2520
4/26/2014,2014,4,26,2,45,28,51,5.8,0,100,0,2386
4/26/2014,2014,4,26,3,44,29,55,4.6,0,100,0,2335
4/26/2014,2014,4,26,4,44,30,58,3.5,0.02,100,0,2352
4/26/2014,2014,4,26,5,43,32,65,0,0.06,100,0,2587
4/26/2014,2014,4,26,6,40,36,86,0,0.05,100,0,3028
4/26/2014,2014,4,26,7,40,36,86,0,0.07,100,0,3489
4/26/2014,2014,4,26,8,39,38,96,3.5,0.07,100,0,3991
4/26/2014,2014,4,26,9,39,39,100,3.5,0.05,100,0,4265
4/26/2014,2014,4,26,10,40,39,96,5.8,0.02,100,0,4381
4/26/2014,2014,4,26,11,41,40,96,7,0.02,100,0,4541
4/26/2014,2014,4,26,12,42,41,96,5.8,0.03,100,0,4566
4/26/2014,2014,4,26,13,43,42,96,7,0.03,100,0,4388
4/26/2014,2014,4,26,14,43,42,96,3.5,0.01,100,0,4419
4/26/2014,2014,4,26,15,43,42,96,0,0.01,100,0,4368
4/26/2014,2014,4,26,16,42.1,41,96,7,0.01,100,0,4413
4/26/2014,2014,4,26,17,42.1,42,100,4.6,0.01,60,0,4406
4/26/2014,2014,4,26,18,42.1,42,100,4.6,0,100,0,4666
4/26/2014,2014,4,26,19,42.1,42,100,4.6,0.01,100,0,4570
4/26/2014,2014,4,26,20,43,40,89,5.8,0,100,0,4486
4/26/2014,2014,4,26,21,42,40,93,4.6,0.06,100,0,4150
4/26/2014,2014,4,26,22,41,40,96,4.6,0.01,100,0,3814
4/26/2014,2014,4,26,23,40,40,100,5.8,0.03,100,0,3343
4/27/2014,2014,4,27,0,40,39,96,5.8,0.06,100,0,2957
4/27/2014,2014,4,27,1,39,39,100,5.8,0.05,35,0,2722
4/27/2014,2014,4,27,2,39,38,96,8.1,0,100,0,2537
4/27/2014,2014,4,27,3,39,38,96,5.8,0,100,0,2604
4/27/2014,2014,4,27,4,39,38,96,0,0,35,0,2570
4/27/2014,2014,4,27,5,37.9,37.9,100,0,0,35,0,2789
4/27/2014,2014,4,27,6,40,39,96,0,0,100,0,3000
4/27/2014,2014,4,27,7,40,38,93,11.6,0,100,0,3372
4/27/2014,2014,4,27,8,41,38,89,11.6,0,95,0,3822
4/27/2014,2014,4,27,9,42,36,79,12.8,0,100,0,4222
4/27/2014,2014,4,27,10,42,37,82,10.4,0,100,0,4365
4/27/2014,2014,4,27,11,44,38,79,4.6,0,100,0,4333
4/27/2014,2014,4,27,12,44,40,86,4.6,0.05,100,0,4368
4/27/2014,2014,4,27,13,46,38,73,0,0.01,100,0,4074
4/27/2014,2014,4,27,14,45,39,79,5.8,0.01,100,0,4087
4/27/2014,2014,4,27,15,48,39,71,9.3,0,90,0,4223
4/27/2014,2014,4,27,16,47,36,65,15.1,0,100,0,4539
4/27/2014,2014,4,27,17,48.9,36,61,17.4,0,85,0,4702
4/27/2014,2014,4,27,18,47,35,63,16.2,0,100,0,4827
4/27/2014,2014,4,27,19,45,34,65,11.6,0,75,0,4678
4/27/2014,2014,4,27,20,43,34,70,10.4,0,40,0,4771
4/27/2014,2014,4,27,21,44.1,34,68,12.8,0,25,0,4301
4/27/2014,2014,4,27,22,42,34,73,16.2,0,25,0,3679
4/27/2014,2014,4,27,23,41,33,73,11.6,0,0,0,3226
4/28/2014,2014,4,28,0,39,33,79,11.6,0,0,0,2923
4/28/2014,2014,4,28,1,39,33,79,12.8,0,0,0,2806
4/28/2014,2014,4,28,2,39,32,76,12.8,0,25,0,2604
4/28/2014,2014,4,28,3,39,32,76,12.8,0,25,0,2570
4/28/2014,2014,4,28,4,38,32,79,13.9,0,0,0,2738
4/28/2014,2014,4,28,5,39,32,76,16.2,0,0,0,3226
4/28/2014,2014,4,28,6,39,32,76,15.1,0,0,0,4042
4/28/2014,2014,4,28,7,39.6,33.3,78,13.8,0,6,1,4215
4/28/2014,2014,4,28,8,41,31.7,69,13.8,0,0,1,4155
4/28/2014,2014,4,28,9,44.3,32.1,62,12.5,0,0,1,4059
4/28/2014,2014,4,28,10,46.7,30.9,54,11.4,0,0,1,3953
4/28/2014,2014,4,28,11,50.6,31.6,48,10.7,0,19,1,3995
4/28/2014,2014,4,28,12,54,32.7,44,9.5,0,47,1,3953
4/28/2014,2014,4,28,13,54.8,32.3,42,9,0,73,1,3978
4/28/2014,2014,4,28,14,56.3,33,41,8.5,0,90,1,3868
4/28/2014,2014,4,28,15,57.5,33.5,40,8.4,0,93,1,3886
4/28/2014,2014,4,28,16,58.9,34.5,40,8.1,0,89,1,4069
4/28/2014,2014,4,28,17,58.2,34.5,41,7.9,0,83,1,4384
4/28/2014,2014,4,28,18,57.3,34.8,43,7.5,0,83,1,4830
4/28/2014,2014,4,28,19,55.1,35.2,47,7.1,0,86,1,4949
4/28/2014,2014,4,28,20,52.7,34.8,50,6.6,0,95,1,4906
4/28/2014,2014,4,28,21,50.2,34.6,55,6.8,0,95,1,4284
4/28/2014,2014,4,28,22,48.9,35.4,60,6.8,0,95,1,3562
4/28/2014,2014,4,28,23,46.8,35.3,64,6.8,0,95,0,3041
4/29/2014,2014,4,29,0,,,,,,,0,2806
4/29/2014,2014,4,29,1,,,,,,,0,2587
4/29/2014,2014,4,29,2,,,,,,,0,2486
4/29/2014,2014,4,29,3,,,,,,,0,2453
4/29/2014,2014,4,29,4,,,,,,,0,2587
4/29/2014,2014,4,29,5,,,,,,,0,3158
4/29/2014,2014,4,29,6,,,,,,,0,4056
4/29/2014,2014,4,29,7,,,,,,,1,4359
4/29/2014,2014,4,29,8,,,,,,,1,4253
4/29/2014,2014,4,29,9,,,,,,,1,4304
4/29/2014,2014,4,29,10,,,,,,,1,4255
4/29/2014,2014,4,29,11,,,,,,,1,4233
4/29/2014,2014,4,29,12,,,,,,,1,4254
4/29/2014,2014,4,29,13,,,,,,,1,4134
4/29/2014,2014,4,29,14,,,,,,,1,3949
4/29/2014,2014,4,29,15,,,,,,,1,4109
4/29/2014,2014,4,29,16,,,,,,,1,4332
4/29/2014,2014,4,29,17,,,,,,,1,4751
4/29/2014,2014,4,29,18,,,,,,,1,5092
4/29/2014,2014,4,29,19,,,,,,,1,5174
4/29/2014,2014,4,29,20,,,,,,,1,5074
4/29/2014,2014,4,29,21,,,,,,,1,4586
4/29/2014,2014,4,29,22,,,,,,,1,3881
4/29/2014,2014,4,29,23,,,,,,,0,3276
4/30/2014,2014,4,30,0,37,35,92,11.6,0,100,0,2940
4/30/2014,2014,4,30,1,37,35,92,9.3,0,100,0,2806
4/30/2014,2014,4,30,2,37,34,89,10.4,0,100,0,2671
4/30/2014,2014,4,30,3,37,34,89,7,0,100,0,2688
4/30/2014,2014,4,30,4,37,34,89,9.3,0.01,100,0,2772
4/30/2014,2014,4,30,5,36,34,92,9.3,0.02,100,0,3360
4/30/2014,2014,4,30,6,36,34,92,10.4,0.07,100,0,4150
4/30/2014,2014,4,30,7,36,35,96,11.6,0.03,100,1,4561
4/30/2014,2014,4,30,8,36,35,96,7,0,100,1,4430
4/30/2014,2014,4,30,9,37,36,96,9.3,0,100,1,4400
4/30/2014,2014,4,30,10,37,36,96,10.4,0,100,1,4450
4/30/2014,2014,4,30,11,39,36,89,10.4,0,100,1,4498
4/30/2014,2014,4,30,12,40,36,86,10.4,0,100,1,4445
4/30/2014,2014,4,30,13,41,37,86,8.1,0.04,100,1,4408
4/30/2014,2014,4,30,14,41,37,86,12.8,0.04,100,1,4284
4/30/2014,2014,4,30,15,40,38,93,9.3,0.02,100,1,4353
4/30/2014,2014,4,30,16,40,39,96,10.4,0.14,100,1,4587
4/30/2014,2014,4,30,17,40,39,96,11.6,0.21,100,1,5156
4/30/2014,2014,4,30,18,39,39,100,10.4,0.14,100,1,5114
4/30/2014,2014,4,30,19,39,39,100,11.6,0.03,90,1,5309
4/30/2014,2014,4,30,20,39,39,100,9.3,0.06,100,1,5158
4/30/2014,2014,4,30,21,39,38,96,9.3,0.08,90,1,4620
4/30/2014,2014,4,30,22,39,38,96,10.4,0.08,90,1,3965
4/30/2014,2014,4,30,23,39,39,100,8.1,0.07,90,0,3427
5/1/2014,2014,5,1,0,38,37.9,100,9.3,0.15,90,0,3024
5/1/2014,2014,5,1,1,41,39,93,10.4,0.15,90,0,2906
5/1/2014,2014,5,1,2,40,38,93,5.8,0.07,90,0,2806
5/1/2014,2014,5,1,3,39,37,92,9.3,0.09,90,0,2722
5/1/2014,2014,5,1,4,41,41,100,9.3,0.11,90,0,2873
5/1/2014,2014,5,1,5,40,40,100,8.1,0.07,90,0,3360
5/1/2014,2014,5,1,6,40,40,100,9.3,0.06,35,0,4174
5/1/2014,2014,5,1,7,42,40,93,5.8,0.01,35,1,4546
5/1/2014,2014,5,1,8,45,42,89,7,0.02,100,1,4518
5/1/2014,2014,5,1,9,45,44,96,3.5,0,35,1,4560
5/1/2014,2014,5,1,10,42.1,42.1,100,3.5,0,35,1,4427
5/1/2014,2014,5,1,11,48,48,100,0,0,35,1,4383
5/1/2014,2014,5,1,12,55,51,86,7,0,35,1,4297
5/1/2014,2014,5,1,13,56,55,96,5.8,0,100,1,4091
5/1/2014,2014,5,1,14,55,55,100,8.1,0,100,1,3994
5/1/2014,2014,5,1,15,59,55,87,7,0,100,1,3773
5/1/2014,2014,5,1,16,60,55,83,7,0,100,1,3935
5/1/2014,2014,5,1,17,64,55,72,7,0,75,1,4212
5/1/2014,2014,5,1,18,65,56,72,8.1,0,0,1,4286
5/1/2014,2014,5,1,19,66,56,70,8.1,0,0,1,4525
5/1/2014,2014,5,1,20,62.1,55,78,9.3,0.11,0,1,4637
5/1/2014,2014,5,1,21,57,57,100,8.1,0,25,1,4284
5/1/2014,2014,5,1,22,57,55,93,9.3,0,100,1,3595
5/1/2014,2014,5,1,23,56,54,93,12.8,0,35,0,3024
5/2/2014,2014,5,2,0,56,52,86,13.9,0,100,0,2554
5/2/2014,2014,5,2,1,54,51,90,13.9,0,100,0,2470
5/2/2014,2014,5,2,2,53.9,47,77,11.6,0,100,0,2335
5/2/2014,2014,5,2,3,51,43,74,8.1,0,100,0,2436
5/2/2014,2014,5,2,4,47,41,80,7,0,75,0,2587
5/2/2014,2014,5,2,5,49,39,68,3.5,0,35,0,3024
5/2/2014,2014,5,2,6,47,38,71,7,0,45,0,3883
5/2/2014,2014,5,2,7,46,41,82,4.6,0,95,1,4076
5/2/2014,2014,5,2,8,50,39,66,7,0,100,1,3986
5/2/2014,2014,5,2,9,51,40,66,7,0,100,1,3893
5/2/2014,2014,5,2,10,53,39,59,10.4,0,95,1,3917
5/2/2014,2014,5,2,11,57,39,51,11.6,0,0,1,3883
5/2/2014,2014,5,2,12,60,37,42,13.9,0,0,1,4010
5/2/2014,2014,5,2,13,60,35,39,15.1,0,75,1,3853
5/2/2014,2014,5,2,14,62,36,38,17.4,0,95,1,3797
5/2/2014,2014,5,2,15,60,33,36,17.4,0,100,1,3678
5/2/2014,2014,5,2,16,60,35,39,9.3,0,45,1,3709
5/2/2014,2014,5,2,17,61,35,38,12.8,0,75,1,3983
5/2/2014,2014,5,2,18,60,35,39,12.8,0,40,1,4119
5/2/2014,2014,5,2,19,59,36,42,8.1,0,100,1,4319
5/2/2014,2014,5,2,20,57,38,49,7,0,100,1,4418
5/2/2014,2014,5,2,21,54,38,55,4.6,0,100,1,4133
5/2/2014,2014,5,2,22,50,39,66,5.8,0,40,1,3646
5/2/2014,2014,5,2,23,50,38,63,8.1,0,35,0,3192
5/3/2014,2014,5,3,0,48,37,66,7,0,35,0,2806
5/3/2014,2014,5,3,1,50,37,61,7,0,100,0,2570
5/3/2014,2014,5,3,2,46.9,37,68,8.1,0,75,0,2402
5/3/2014,2014,5,3,3,47,35,63,7,0,0,0,2419
5/3/2014,2014,5,3,4,47,35,63,8.1,0,25,0,2386
5/3/2014,2014,5,3,5,45,35,68,5.8,0,35,0,2671
5/3/2014,2014,5,3,6,42.1,35,76,5.8,0,75,0,3062
5/3/2014,2014,5,3,7,48,38,68,5.8,0,45,0,3584
5/3/2014,2014,5,3,8,51.1,38,61,5.8,0,100,0,3896
5/3/2014,2014,5,3,9,53,38,57,8.1,0,100,0,4029
5/3/2014,2014,5,3,10,55,38,53,10.4,0,100,0,4052
